,fips_code,high_tourist_border_sales,year,niaaa_pop_21_plus,census_total_pop,census_total_pop_21_plus,census_percent_pop_21_plus,census_percent_pop_18_24,census_percent_pop_25_34,census_percent_pop_35_44,census_percent_pop_45_54,census_percent_pop_55_64,census_percent_pop_65_plus,census_percent_pop_male,census_percent_pop_female,census_percent_pop_married,census_percent_pop_widowed,census_percent_pop_divorced,census_percent_pop_separated,census_percent_pop_never_married,ed_census_percent_pop_less_hs,ed_census_percent_pop_only_hs,ed_census_percent_pop_some_college_or_assoc,ed_percent_pop_college_grad_only,ed_percent_pop_grad_prof_degree,census_percent_employed,census_percent_unemployed,census_percent_armed_forces_employment,census_percent_not_in_labor_force,brfss_drinking_culture_surrogate_metric_percent_binge,tpc_state_beer_tax_rates_dollar_gal,bea_personal_income_dollars,bea_disp_inc_dollars,bea_percapita_personal_income_dollars,bea_percapita_disp_inc_dollars,census_median_household_inc_dollars,census_percent_pop_in_poverty_est,niaaa_total_beer_vol_consumed_gallons,niaaa_legal_adult_per_capita_beer_consumed_gallons,ba_craft_beer_produced_gallons,ba_legal_adult_per_capita_craft_beer_produced_gallons
530,24,0,2020,4562448,6055802,4480521,0.7399,0.0865,0.1358,0.1319,0.1275,0.1348,0.1637,0.4838,0.5162,0.4726,0.0559,0.0967,0.0185,0.3563,0.0891,0.23,0.2503,0.2244,0.2062,0.6095,0.0401,0.0074,0.3429,0.123,0.09,400176.1,346569.6,64825,56141,88742,0.094,86437865,18.95,8267069.0,1.81
531,25,0,2020,5322129,6893574,5218249,0.757,0.0992,0.1444,0.1248,0.1265,0.137,0.174,0.4863,0.5137,0.4675,0.0503,0.0925,0.0148,0.3749,0.0865,0.2186,0.2259,0.2563,0.2126,0.6132,0.0452,0.001,0.3406,0.158,0.11,541420.5,462485.5,77393,66110,87328,0.084,110948565,20.85,15938411.0,2.99
532,26,0,2020,7492689,9966559,7395775,0.7421,0.0925,0.1323,0.1185,0.1229,0.1391,0.1819,0.4925,0.5075,0.4777,0.0585,0.1167,0.0109,0.3361,0.0799,0.2791,0.3206,0.1958,0.1247,0.5516,0.0464,0.0006,0.4014,0.174,0.2,531530.2,478807.5,52786,47550,61497,0.112,185712101,24.79,24118828.0,3.22
533,27,0,2020,4162762,5657342,4128557,0.7298,0.0865,0.1338,0.1327,0.1172,0.1332,0.1675,0.4987,0.5013,0.5186,0.0488,0.0979,0.0086,0.3261,0.0619,0.2429,0.3166,0.2485,0.13,0.639,0.0367,0.001,0.3233,0.184,0.15,349887.4,306139.5,61278,53616,75523,0.085,115044914,27.64,17731696.0,4.26
534,28,0,2020,2136606,2966785,2131023,0.7183,0.095,0.1296,0.1265,0.1182,0.1291,0.1684,0.4819,0.5181,0.4468,0.0692,0.1163,0.0264,0.3413,0.1321,0.2931,0.3294,0.1435,0.1019,0.5206,0.0441,0.0063,0.429,0.134,0.43,125760.5,116624.9,42513,39425,47247,0.176,64542000,30.21,632090.0,0.3
535,29,0,2020,4526553,6151548,4520733,0.7349,0.0923,0.1329,0.1248,0.1157,0.1341,0.1773,0.4893,0.5107,0.4941,0.0587,0.1207,0.0156,0.311,0.086,0.3056,0.2893,0.1957,0.1235,0.5847,0.0321,0.0038,0.3794,0.168,0.06,320592.9,288925.1,52095,46949,58838,0.107,122912940,27.15,9950538.0,2.2
536,30,0,2020,811849,1080577,806557,0.7464,0.0909,0.1261,0.128,0.1085,0.1384,0.1974,0.5038,0.4962,0.5116,0.0549,0.1235,0.0121,0.2979,0.056,0.2794,0.3191,0.2306,0.115,0.5863,0.034,0.0055,0.3743,0.197,0.14,58208.8,51935.5,53546,47775,57211,0.109,33306028,41.02,5696741.0,7.02
537,31,0,2020,1390723,1937551,1377222,0.7108,0.0951,0.1321,0.1304,0.1096,0.1232,0.1647,0.4972,0.5028,0.5174,0.0557,0.1077,0.0093,0.3098,0.0809,0.253,0.3335,0.2188,0.1138,0.6456,0.0282,0.0038,0.3224,0.204,0.31,111347.5,100316.2,56733,51113,64591,0.083,41540000,29.87,1527278.0,1.1
538,32,1,2020,2311464,3138259,2318193,0.7387,0.0814,0.1453,0.1347,0.1272,0.1238,0.166,0.5021,0.4979,0.4629,0.0489,0.132,0.0178,0.3385,0.1284,0.2678,0.3239,0.1824,0.0976,0.5552,0.0574,0.0056,0.3819,0.172,0.16,170269.2,152866.2,54650,49064,64574,0.129,76291000,33.01,2085718.0,0.9
539,33,1,2020,1064230,1366275,1049606,0.7682,0.0909,0.1255,0.1189,0.1293,0.1568,0.1938,0.4969,0.5031,0.5189,0.0534,0.1145,0.0098,0.3034,0.0593,0.2651,0.274,0.2469,0.1547,0.6202,0.0348,0.0021,0.3429,0.16,0.3,93582.0,84199.8,67883,61077,80972,0.062,49290000,46.32,3364154.0,3.16
540,34,0,2020,6902251,8882371,6608819,0.744,0.0839,0.1299,0.1295,0.1318,0.1374,0.1702,0.4891,0.5109,0.4883,0.0564,0.0906,0.0183,0.3465,0.0907,0.2586,0.2201,0.2592,0.1714,0.5968,0.0544,0.0023,0.3465,0.152,0.12,657894.4,575184.5,70957,62037,87016,0.082,134414576,19.47,5764894.0,0.84
541,35,0,2020,1550230,2106318,1536487,0.7295,0.0896,0.1377,0.1266,0.1095,0.1298,0.1845,0.4946,0.5054,0.4461,0.0533,0.129,0.0121,0.3595,0.1221,0.2505,0.3263,0.1623,0.1388,0.5061,0.0423,0.0089,0.4427,0.142,0.41,98783.2,91290.0,46631,43094,52059,0.166,46779000,30.18,4279728.0,2.76
542,36,0,2020,15179967,19336776,14560088,0.753,0.0888,0.1468,0.1263,0.1243,0.1338,0.1744,0.4856,0.5144,0.4495,0.0578,0.0915,0.0217,0.3795,0.1223,0.2417,0.2413,0.2189,0.1759,0.5646,0.0504,0.0013,0.3837,0.147,0.14,1405028.8,1191068.2,69873,59233,73398,0.118,302357070,19.92,38457606.0,2.53
543,37,0,2020,7717041,10600824,7803769,0.7361,0.0945,0.1365,0.1256,0.1261,0.1293,0.1711,0.4856,0.5144,0.4907,0.0571,0.1043,0.0211,0.3267,0.0973,0.2501,0.3042,0.2171,0.1313,0.5621,0.0387,0.0122,0.387,0.141,0.62,541078.0,483800.7,51781,46299,59580,0.138,207702932,26.91,27193240.0,3.52
544,38,0,2020,557839,765309,552590,0.722,0.1072,0.1483,0.1304,0.0987,0.1189,0.1617,0.5083,0.4917,0.5089,0.0535,0.0963,0.0099,0.3314,0.0652,0.2554,0.3617,0.227,0.0906,0.6551,0.0294,0.0096,0.3058,0.208,0.16,47621.4,43678.5,61091,56033,61987,0.107,20403760,36.58,623899.0,1.12
545,39,0,2020,8705649,11693217,8623566,0.7375,0.0898,0.1325,0.1225,0.1206,0.1356,0.1793,0.4892,0.5108,0.4748,0.0614,0.1181,0.014,0.3317,0.0847,0.3254,0.2834,0.1881,0.1184,0.5788,0.0389,0.0012,0.3811,0.163,0.18,623836.0,562043.6,52879,47641,60338,0.127,238607000,27.41,36236053.0,4.16
546,40,0,2020,2839315,3980783,2813331,0.7067,0.0961,0.1363,0.1285,0.1133,0.1228,0.164,0.4957,0.5043,0.4979,0.063,0.1231,0.0181,0.2979,0.1079,0.315,0.3073,0.1774,0.0924,0.5612,0.0337,0.0062,0.3989,0.116,0.4,199233.2,183493.8,50249,46279,54536,0.155,70804000,24.94,2315771.0,0.82
547,41,0,2020,3219799,4241507,3205436,0.7557,0.0849,0.1425,0.1375,0.1209,0.1253,0.1865,0.4953,0.5047,0.4919,0.0498,0.1308,0.0135,0.314,0.0808,0.2253,0.3303,0.2245,0.1389,0.5713,0.0445,0.0012,0.3829,0.162,0.08,239862.5,210799.9,56507,49661,67927,0.094,89615024,27.83,26455532.0,8.22
548,42,0,2020,9777071,12783253,9626013,0.753,0.0878,0.1334,0.1204,0.1221,0.1406,0.1912,0.4899,0.5101,0.4814,0.0656,0.0971,0.0181,0.3378,0.0841,0.3333,0.2426,0.2014,0.1385,0.5739,0.0423,0.0009,0.3829,0.168,0.08,783825.6,700266.7,60320,53890,64910,0.107,318928000,32.62,98036666.0,10.03
549,44,0,2020,831402,1057125,799111,0.7559,0.1014,0.1432,0.1207,0.1227,0.1411,0.1809,0.4885,0.5115,0.4544,0.0636,0.1092,0.0108,0.3619,0.0992,0.2527,0.2677,0.2275,0.1529,0.5864,0.0497,0.0055,0.3583,0.151,0.11,64756.6,57789.9,59066,52711,75682,0.085,16529646,19.88,2300059.0,2.77
550,45,0,2020,3813980,5218040,3864914,0.7407,0.0897,0.1314,0.1225,0.1208,0.1339,0.1864,0.4857,0.5143,0.4897,0.0616,0.1048,0.0225,0.3214,0.1057,0.2775,0.2996,0.1932,0.124,0.5445,0.0365,0.0092,0.4098,0.157,0.77,250288.3,225754.9,48772,43991,56973,0.134,102424000,26.85,3196329.0,0.84
551,46,0,2020,631088,892716,637289,0.7139,0.0916,0.1299,0.1239,0.1032,0.132,0.1761,0.5039,0.4961,0.5103,0.0548,0.1063,0.0078,0.3208,0.0782,0.3133,0.3244,0.1988,0.0853,0.6371,0.0252,0.0048,0.3328,0.179,0.27,52793.3,48651.2,59465,54800,60643,0.116,21421000,33.94,617007.0,0.98
552,47,0,2020,5124653,6886833,5087082,0.7387,0.0874,0.1396,0.1281,0.1236,0.1309,0.1708,0.4879,0.5121,0.4937,0.0608,0.1192,0.0175,0.3088,0.1032,0.3129,0.2768,0.1928,0.1143,0.5677,0.0401,0.0033,0.3889,0.141,1.29,359633.6,331362.0,51928,47846,56951,0.131,123862022,24.17,5291321.0,1.03
553,48,0,2020,20512892,29360756,20549084,0.6999,0.0967,0.1459,0.1385,0.1219,0.1123,0.1319,0.4967,0.5033,0.4963,0.0462,0.1023,0.019,0.3362,0.1417,0.2393,0.2865,0.2096,0.1228,0.5943,0.0431,0.0049,0.3577,0.164,0.19,1611228.3,1470385.4,55118,50300,66031,0.14,653239789,31.85,33807468.0,1.65
554,49,0,2020,2183043,3249880,2146559,0.6605,0.1127,0.147,0.139,0.104,0.0931,0.1177,0.5043,0.4957,0.5525,0.0343,0.0893,0.0126,0.3112,0.0601,0.2248,0.3456,0.243,0.1264,0.6527,0.0293,0.0026,0.3154,0.113,0.41,169940.2,149892.2,51751,45646,77827,0.074,30752000,14.09,4865024.0,2.23
555,50,0,2020,492331,623347,476442,0.7643,0.104,0.1184,0.1189,0.1201,0.1511,0.2072,0.4977,0.5023,0.4838,0.0516,0.1233,0.0132,0.3281,0.0583,0.2768,0.2443,0.2503,0.1703,0.6077,0.0305,0.0015,0.3603,0.176,0.27,37273.8,33504.1,57978,52115,67428,0.086,19437000,39.48,10760555.0,21.86
556,51,0,2020,6387649,8590562,6345366,0.7386,0.0943,0.1367,0.1337,0.1258,0.131,0.1626,0.4902,0.5098,0.5001,0.0518,0.099,0.0182,0.331,0.0857,0.2328,0.2617,0.2345,0.1853,0.5985,0.0358,0.0192,0.3465,0.148,0.26,530920.4,465149.1,61474,53859,79217,0.078,152626500,23.89,12139758.0,1.9
557,53,0,2020,5757414,7693612,5723629,0.7439,0.0862,0.1536,0.1382,0.1196,0.1239,0.1625,0.5003,0.4997,0.5082,0.0461,0.1121,0.0135,0.3201,0.0788,0.2143,0.3228,0.2361,0.148,0.5851,0.0382,0.0102,0.3665,0.154,0.26,522713.8,466720.8,67674,60425,80408,0.082,125364000,21.77,15122406.0,2.63
558,54,0,2020,1361727,1784786,1356916,0.7603,0.0865,0.1172,0.1218,0.1257,0.1395,0.2099,0.4966,0.5034,0.4874,0.0766,0.1375,0.0139,0.2846,0.1088,0.394,0.2661,0.1341,0.097,0.4909,0.0393,0.0024,0.4674,0.112,0.18,80741.0,74194.2,45071,41416,49400,0.142,38502000,28.27,689123.0,0.51
559,55,0,2020,4365032,5832655,4315667,0.7399,0.0921,0.1278,0.1249,0.1195,0.1408,0.1802,0.4978,0.5022,0.4993,0.0553,0.1073,0.0078,0.3304,0.0686,0.3024,0.3106,0.2121,0.1063,0.6213,0.0253,0.0007,0.3527,0.228,0.06,326836.5,292376.3,55431,49587,64868,0.08,136896000,31.36,23528162.0,5.39
560,56,0,2020,421605,582327,424182,0.7284,0.0912,0.1268,0.135,0.107,0.1337,0.1776,0.5034,0.4966,0.5466,0.0525,0.1195,0.0121,0.2693,0.0621,0.2771,0.3784,0.1831,0.0993,0.6048,0.03,0.0082,0.357,0.164,0.02,37866.4,33863.6,65558,58628,66432,0.097,12799802,30.36,1816304.0,4.31
561,1,0,2021,3724348,5039877,3699270,0.734,0.093,0.126,0.127,0.123,0.134,0.176,0.485,0.515,0.471,0.071,0.122,0.019,0.317,0.121,0.313,0.292,0.166,0.109,0.541,0.031,0.005,0.423,0.125,1.05,252791.9,228206.2,50059,45191,53913,0.159,93217000,25.03,2976126.0,0.8
562,2,1,2021,527056,732673,521663,0.712,0.092,0.153,0.141,0.113,0.122,0.134,0.523,0.477,0.49,0.042,0.113,0.018,0.336,0.067,0.279,0.326,0.209,0.119,0.574,0.043,0.043,0.341,0.175,1.07,48207.9,44143.4,65662,60126,77845,0.114,13830877,26.24,5259504.0,9.98
563,4,0,2021,5371419,7276316,5369921,0.738,0.094,0.138,0.126,0.117,0.121,0.184,0.499,0.501,0.487,0.051,0.116,0.015,0.331,0.11,0.235,0.331,0.198,0.126,0.566,0.035,0.004,0.394,0.159,0.16,409885.7,364326.7,56420,50149,69056,0.126,144181000,26.84,6491340.0,1.21
564,5,0,2021,2204011,3025891,2193771,0.725,0.094,0.127,0.127,0.118,0.128,0.174,0.494,0.506,0.489,0.066,0.133,0.021,0.292,0.113,0.341,0.293,0.159,0.094,0.55,0.032,0.003,0.414,0.127,0.24,156361.5,141244.9,51636,46644,52528,0.168,52171629,23.67,1580791.0,0.72
565,6,0,2021,28942489,39237836,28918285,0.737,0.091,0.149,0.138,0.126,0.122,0.152,0.5,0.5,0.464,0.046,0.089,0.019,0.382,0.156,0.207,0.275,0.221,0.14,0.576,0.052,0.005,0.366,0.15,0.2,3013676.9,2520230.0,76991,64385,84907,0.119,795212000,27.48,110474426.0,3.82
566,8,0,2021,4345276,5812069,4347428,0.748,0.09,0.155,0.146,0.122,0.121,0.151,0.506,0.494,0.502,0.041,0.111,0.012,0.333,0.076,0.201,0.279,0.274,0.17,0.636,0.036,0.009,0.319,0.187,0.08,417967.7,363127.6,71923,62487,82254,0.079,126926614,29.21,26229736.0,6.04
567,9,0,2021,2722545,3605597,2722226,0.755,0.095,0.125,0.125,0.128,0.144,0.18,0.49,0.51,0.469,0.054,0.104,0.014,0.359,0.089,0.255,0.235,0.232,0.189,0.609,0.044,0.003,0.344,0.136,0.24,292370.9,242810.7,80691,67013,83771,0.08,53077297,19.5,9023650.0,3.31
568,10,1,2021,756926,1003384,754545,0.752,0.083,0.128,0.122,0.115,0.143,0.201,0.484,0.516,0.481,0.063,0.099,0.016,0.341,0.086,0.283,0.274,0.206,0.15,0.562,0.033,0.005,0.399,0.129,0.09,59172.3,51324.2,58889,51079,71091,0.117,21201925,28.01,9299310.0,12.29
569,11,1,2021,514340,670050,515268,0.769,0.098,0.218,0.166,0.105,0.099,0.127,0.476,0.524,0.302,0.038,0.093,0.013,0.553,0.072,0.148,0.149,0.252,0.378,0.642,0.057,0.008,0.293,0.225,0.26,65205.6,53687.2,97498,80275,90088,0.14,14446000,28.09,1091634.0,2.12
570,12,0,2021,16770715,21781128,16749687,0.769,0.079,0.126,0.125,0.125,0.137,0.211,0.492,0.508,0.474,0.064,0.125,0.019,0.317,0.102,0.277,0.29,0.206,0.126,0.554,0.033,0.004,0.409,0.002,0.48,1376879.5,1211086.7,63078,55483,63062,0.126,443149766,26.42,41827115.0,2.49
571,13,0,2021,7829298,10799566,7808086,0.723,0.097,0.136,0.134,0.13,0.124,0.147,0.488,0.512,0.465,0.052,0.113,0.018,0.352,0.11,0.267,0.277,0.209,0.137,0.587,0.034,0.008,0.371,0.145,1.01,606113.6,535060.9,56184,49598,66559,0.14,181288000,23.16,15916797.0,2.03
572,15,1,2021,1089844,1441553,1091256,0.757,0.08,0.137,0.132,0.117,0.126,0.196,0.503,0.497,0.5,0.057,0.094,0.009,0.34,0.071,0.263,0.313,0.222,0.131,0.546,0.046,0.042,0.366,0.166,0.93,88948.0,77946.0,61464,53862,84857,0.109,33573000,30.81,5207225.0,4.78
573,16,0,2021,1358288,1900923,1355358,0.713,0.091,0.13,0.133,0.114,0.12,0.165,0.502,0.498,0.548,0.048,0.119,0.011,0.274,0.087,0.269,0.336,0.202,0.105,0.607,0.021,0.003,0.369,0.14,0.15,103114.0,91551.3,54148,48076,66474,0.093,26784000,19.72,2951040.0,2.17
574,17,0,2021,9376497,12671469,9376887,0.74,0.09,0.135,0.133,0.125,0.13,0.166,0.494,0.506,0.474,0.055,0.096,0.015,0.361,0.098,0.251,0.279,0.221,0.15,0.596,0.047,0.002,0.355,0.148,0.23,853520.9,743674.1,67278,58619,72205,0.107,244950066,26.12,13128157.0,1.4
575,18,0,2021,4934546,6805985,4934339,0.725,0.097,0.13,0.128,0.12,0.128,0.164,0.496,0.504,0.492,0.057,0.125,0.011,0.314,0.094,0.333,0.285,0.185,0.104,0.603,0.03,0.001,0.366,0.154,0.12,387919.3,346145.8,56934,50803,62743,0.104,118529596,24.02,7939721.0,1.61
576,19,0,2021,2318479,3193079,2308596,0.723,0.1,0.122,0.128,0.111,0.13,0.178,0.502,0.498,0.512,0.055,0.105,0.011,0.317,0.067,0.303,0.325,0.207,0.099,0.636,0.024,0.002,0.339,0.201,0.19,185621.7,166031.3,58049,51922,65600,0.097,72782193,31.39,4571236.0,1.97
577,20,0,2021,2104819,2934582,2104095,0.717,0.099,0.128,0.129,0.111,0.126,0.166,0.502,0.498,0.514,0.057,0.11,0.012,0.307,0.081,0.254,0.311,0.22,0.134,0.621,0.028,0.008,0.343,0.177,0.18,172071.0,152140.4,58569,51785,64124,0.071,59198188,28.13,1329005.0,0.63
578,21,0,2021,3317996,4509394,3305386,0.733,0.092,0.129,0.127,0.122,0.133,0.171,0.494,0.506,0.49,0.066,0.126,0.018,0.299,0.12,0.327,0.283,0.159,0.111,0.551,0.032,0.005,0.412,0.126,0.08,232362.6,208683.7,51561,46306,55573,0.162,79892220,24.08,3711557.0,1.12
579,22,0,2021,3369083,4624047,3352434,0.725,0.092,0.132,0.135,0.114,0.128,0.166,0.489,0.511,0.435,0.063,0.117,0.022,0.364,0.133,0.328,0.274,0.168,0.097,0.534,0.044,0.007,0.415,0.172,0.4,252319.2,231617.4,54531,50057,52087,0.184,104811000,31.11,5941999.0,1.76
580,23,0,2021,1072895,1372247,1073097,0.782,0.078,0.121,0.122,0.124,0.156,0.216,0.491,0.509,0.516,0.058,0.132,0.008,0.286,0.055,0.296,0.289,0.222,0.138,0.582,0.03,0.002,0.387,0.152,0.35,80825.7,71759.7,58687,52104,64767,0.091,35061000,32.68,11316808.0,10.55
581,24,0,2021,4569625,6165129,4580691,0.743,0.086,0.132,0.135,0.128,0.136,0.162,0.487,0.513,0.475,0.054,0.098,0.018,0.356,0.089,0.238,0.247,0.224,0.202,0.619,0.039,0.008,0.334,0.13,0.09,426367.4,363096.1,69052,58805,90203,0.077,86518073,18.93,9086580.0,1.99
582,25,0,2021,5311519,6984723,5308389,0.76,0.099,0.14,0.129,0.125,0.138,0.175,0.488,0.512,0.466,0.051,0.092,0.015,0.375,0.089,0.228,0.217,0.253,0.213,0.623,0.044,0.001,0.332,0.162,0.11,583363.1,487481.5,83461,69743,89645,0.076,112489993,21.18,15743482.0,2.96
583,26,0,2021,7505187,10050811,7487854,0.745,0.092,0.131,0.121,0.122,0.139,0.181,0.495,0.505,0.477,0.057,0.115,0.012,0.339,0.08,0.287,0.316,0.192,0.125,0.566,0.042,0.001,0.391,0.161,0.2,568132.0,503667.0,56601,50179,63498,0.117,183802765,24.49,25717452.0,3.43
584,27,0,2021,4173947,5707390,4177809,0.732,0.088,0.13,0.135,0.117,0.133,0.168,0.501,0.499,0.508,0.048,0.101,0.009,0.333,0.059,0.233,0.319,0.255,0.134,0.65,0.033,0.001,0.316,0.179,0.15,381789.1,329269.5,66846,57651,77720,0.069,118770427,28.46,19104502.0,4.58
585,28,0,2021,2137860,2949965,2126925,0.721,0.098,0.121,0.13,0.12,0.128,0.169,0.487,0.513,0.445,0.069,0.115,0.025,0.346,0.135,0.298,0.319,0.154,0.093,0.525,0.036,0.006,0.434,0.125,0.43,137381.7,126394.1,46577,42851,48716,0.174,63457000,29.68,659494.0,0.31
586,29,0,2021,4546780,6168187,4533617,0.735,0.09,0.13,0.129,0.116,0.134,0.176,0.494,0.506,0.494,0.06,0.118,0.017,0.311,0.084,0.308,0.29,0.195,0.122,0.594,0.029,0.005,0.372,0.166,0.06,345961.2,307449.8,56073,49831,61847,0.123,124482123,27.38,10893255.0,2.4
587,30,0,2021,828509,1104271,828203,0.75,0.093,0.127,0.127,0.109,0.135,0.197,0.508,0.492,0.509,0.054,0.119,0.012,0.306,0.056,0.268,0.327,0.224,0.124,0.589,0.024,0.005,0.382,0.205,0.14,64542.1,56719.0,58344,51272,63249,0.107,34262564,41.35,6213716.0,7.5
588,31,0,2021,1396561,1963692,1402076,0.714,0.096,0.129,0.132,0.11,0.124,0.165,0.502,0.498,0.523,0.052,0.104,0.01,0.312,0.078,0.252,0.326,0.222,0.123,0.664,0.018,0.004,0.314,0.195,0.31,123080.5,109846.9,62682,55943,66817,0.081,40548000,29.03,1655107.0,1.19
589,32,1,2021,2343287,3143991,2339129,0.744,0.081,0.144,0.138,0.126,0.124,0.165,0.504,0.496,0.451,0.054,0.128,0.018,0.35,0.128,0.272,0.323,0.179,0.096,0.564,0.061,0.005,0.37,0.127,0.16,192006.1,170608.8,61024,54223,66274,0.128,77345000,33.01,2418900.0,1.03
590,33,1,2021,1077857,1388992,1075080,0.774,0.09,0.128,0.12,0.128,0.156,0.193,0.499,0.501,0.514,0.052,0.117,0.012,0.306,0.056,0.266,0.276,0.245,0.157,0.641,0.024,0.002,0.333,0.146,0.3,100196.8,88716.3,72214,63939,88465,0.069,49817000,46.22,3585418.0,3.33
591,34,0,2021,6915072,9267130,6922546,0.747,0.083,0.128,0.132,0.131,0.139,0.169,0.492,0.508,0.499,0.055,0.085,0.017,0.344,0.09,0.255,0.224,0.257,0.174,0.602,0.053,0.001,0.344,0.146,0.12,705095.2,605108.3,76079,65290,89296,0.076,141286025,20.43,6273476.0,0.91
592,35,0,2021,1557462,2115877,1557285,0.736,0.091,0.132,0.129,0.111,0.128,0.185,0.497,0.503,0.447,0.057,0.128,0.016,0.351,0.125,0.257,0.317,0.16,0.141,0.517,0.044,0.009,0.431,0.132,0.41,108248.3,99310.2,51141,46918,53992,0.18,47027000,30.19,4843679.0,3.11
593,36,0,2021,14972295,19835913,14976114,0.755,0.088,0.141,0.129,0.124,0.136,0.175,0.489,0.511,0.444,0.056,0.091,0.022,0.387,0.12,0.244,0.237,0.222,0.177,0.569,0.055,0.002,0.375,0.149,0.14,1508135.1,1248850.2,75948,62891,74314,0.125,326717754,21.82,40499771.0,2.7
594,37,0,2021,7814511,10551162,7797309,0.739,0.095,0.13,0.128,0.128,0.13,0.17,0.488,0.512,0.485,0.057,0.107,0.022,0.329,0.103,0.249,0.299,0.217,0.132,0.574,0.035,0.013,0.378,0.153,0.62,599133.5,529875.9,56705,50150,61972,0.118,209724888,26.84,28190244.0,3.61
595,38,0,2021,555468,774948,555638,0.717,0.11,0.142,0.13,0.102,0.12,0.16,0.516,0.484,0.502,0.052,0.098,0.01,0.338,0.064,0.263,0.356,0.224,0.094,0.646,0.019,0.016,0.319,0.208,0.16,51261.7,46526.7,65895,59808,66519,0.085,20889103,37.61,674095.0,1.21
596,39,0,2021,8719131,11780017,8705433,0.739,0.09,0.131,0.124,0.121,0.135,0.179,0.493,0.507,0.472,0.06,0.119,0.015,0.334,0.083,0.328,0.282,0.189,0.118,0.591,0.034,0.002,0.374,0.168,0.18,670872.7,596845.4,57026,50733,62262,0.116,238421000,27.34,40487810.0,4.64
597,40,0,2021,2863053,3986639,2854434,0.716,0.098,0.133,0.133,0.113,0.123,0.162,0.498,0.502,0.489,0.063,0.126,0.018,0.304,0.113,0.307,0.3,0.183,0.096,0.567,0.036,0.008,0.39,0.119,0.4,220176.5,201401.1,55165,50461,55826,0.151,70339000,24.57,2753901.0,0.96
598,41,0,2021,3236691,4246155,3235570,0.762,0.084,0.14,0.14,0.123,0.124,0.186,0.5,0.5,0.488,0.049,0.127,0.013,0.325,0.081,0.219,0.336,0.224,0.139,0.576,0.039,0.001,0.384,0.158,0.08,262382.4,227497.0,61646,53449,71562,0.092,87709990,27.1,28091977.0,8.68
599,42,0,2021,9781397,12964056,9774898,0.754,0.087,0.131,0.124,0.121,0.14,0.19,0.494,0.506,0.481,0.061,0.097,0.017,0.344,0.081,0.333,0.241,0.206,0.139,0.584,0.04,0.001,0.376,0.153,0.08,833322.0,732429.5,64042,56289,68957,0.108,325128000,33.24,100590167.0,10.28
600,44,0,2021,834688,1095610,831568,0.759,0.104,0.134,0.125,0.122,0.142,0.183,0.49,0.51,0.449,0.055,0.108,0.015,0.374,0.109,0.277,0.249,0.209,0.156,0.598,0.05,0.004,0.349,0.173,0.11,69837.3,61341.2,63663,55918,74008,0.094,17150302,20.55,2644517.0,3.17
601,45,0,2021,3870992,5190705,3851503,0.742,0.092,0.127,0.125,0.12,0.134,0.186,0.486,0.514,0.479,0.066,0.105,0.022,0.328,0.104,0.285,0.295,0.196,0.119,0.555,0.033,0.008,0.404,0.15,0.77,274347.8,244758.9,52828,47130,59318,0.137,101432000,26.2,4241302.0,1.1
602,46,0,2021,638729,895376,637508,0.712,0.094,0.123,0.126,0.106,0.128,0.176,0.505,0.495,0.514,0.055,0.099,0.012,0.32,0.069,0.293,0.321,0.216,0.101,0.642,0.018,0.006,0.334,0.196,0.27,58627.9,53531.0,65421,59734,66143,0.084,21173000,33.15,771665.0,1.21
603,47,0,2021,5179996,6975218,5161661,0.74,0.089,0.135,0.129,0.125,0.131,0.17,0.489,0.511,0.488,0.063,0.119,0.019,0.311,0.103,0.312,0.281,0.192,0.113,0.577,0.032,0.004,0.388,0.142,1.29,396986.1,362441.2,56970,52012,59695,0.106,130453706,25.18,6188034.0,1.19
604,48,0,2021,20823361,29527941,20846726,0.706,0.096,0.144,0.14,0.123,0.113,0.132,0.499,0.501,0.497,0.048,0.099,0.021,0.334,0.146,0.246,0.277,0.212,0.119,0.602,0.04,0.005,0.354,0.164,0.19,1789719.4,1617640.5,60548,54726,66963,0.135,655002135,31.46,39348273.0,1.89
605,49,0,2021,2238268,3337975,2233105,0.669,0.114,0.146,0.14,0.107,0.093,0.116,0.508,0.492,0.553,0.035,0.086,0.012,0.315,0.068,0.221,0.342,0.241,0.127,0.66,0.024,0.003,0.313,0.118,0.41,190468.3,165584.7,57042,49589,79449,0.079,30349000,13.56,4920827.0,2.2
606,50,0,2021,496996,645570,497734,0.771,0.102,0.118,0.121,0.121,0.15,0.207,0.496,0.504,0.494,0.053,0.114,0.009,0.329,0.055,0.262,0.239,0.26,0.184,0.614,0.027,0.002,0.357,0.17,0.27,39603.5,34985.7,61214,54076,72431,0.075,19654000,39.55,9677775.0,19.47
607,51,0,2021,6412892,8642274,6395283,0.74,0.095,0.134,0.136,0.125,0.13,0.163,0.495,0.505,0.495,0.053,0.1,0.019,0.333,0.086,0.239,0.257,0.235,0.183,0.603,0.03,0.019,0.348,0.154,0.26,578639.7,499639.6,66838,57713,80963,0.098,151097751,23.56,14074350.0,2.19
